ad-name;target;Hypothesis 1;Hypothesis 2;Hypothesis 3;Teaser;English;French;video;campaign 1;campaign 2;campaign 3;initial exposure;returning after interaction;returning after video;entrepreneur (audience);Cost;Impressions;Post shares;Post reactions;Post comments;Link clicks;Post engagements;Landing page views;Three-second video views;Video watches at 50%;Video watches at 75%;Video watches at 95%;Video watches at 100%
entrepreneur_portraits-paul_rak-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;33;0;0;0;55;0;0;0;1;0;0;1;0;1.7;246;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h3-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;0;33;0;0;55;0;0;0;1;0;0;1;0;0.28;48;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.93;225;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.36;63;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h3-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;0;39;0;0;61;0;0;0;1;0;0;1;0;2.96;487;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.19;24;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.86;75;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h3-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.13;22;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;38;0;0;0;0;60;0;0;0;1;0;0;1;0;13.53;1831;0;0;0;9;9;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;38;0;0;0;60;0;0;0;1;0;0;1;0;2.83;357;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.59;138;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.17;34;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h3-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.46;86;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.04;5;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.21;34;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.09;13;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.44;76;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;39;0;0;0;61;0;0;0;1;0;0;1;0;2.27;311;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.25;44;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;39;0;0;0;0;61;0;0;0;1;0;0;1;0;4.26;653;0;0;0;2;2;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;39;0;0;0;61;0;0;0;1;0;0;1;0;2.91;415;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;38;0;0;0;0;60;0;0;0;1;0;0;1;0;0.05;15;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;38;0;0;0;60;0;0;0;1;0;0;1;0;0.03;10;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;38;0;0;60;0;0;0;1;0;0;1;0;0.02;7;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;41;0;0;0;0;63;0;0;0;1;0;0;1;0;0.17;33;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;41;0;0;0;63;0;0;0;1;0;0;1;0;0.22;37;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;41;0;0;63;0;0;0;1;0;0;1;0;0.01;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.62;119;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;37;0;0;0;59;0;0;0;1;0;0;1;0;2.18;336;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.24;42;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.04;9;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.63;122;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.05;9;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.26;40;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;33;0;0;0;0;55;0;0;0;1;0;0;1;0;0.58;87;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;33;0;0;0;55;0;0;0;1;0;0;1;0;0.28;53;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;33;0;0;55;0;0;0;1;0;0;1;0;0.17;49;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;39;0;0;0;0;61;0;0;0;1;0;0;1;0;1.31;266;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.3;56;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;39;0;0;61;0;0;0;1;0;0;1;0;1.82;294;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.21;34;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;37;0;0;0;59;0;0;0;1;0;0;1;0;1.29;86;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.07;11;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;38;0;0;0;0;60;0;0;0;1;0;0;1;0;12.71;1787;0;0;0;6;6;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;38;0;0;0;60;0;0;0;1;0;0;1;0;6.1;829;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;37;0;0;0;0;59;0;0;0;1;0;0;1;0;1.64;287;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.08;20;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.02;8;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h2-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.21;33;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h1-infography-darkpost-en;ret_videoviews-none-can-all-65+;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.14;22;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h2-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.84;82;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h3-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.64;82;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h1-infography-darkpost-en;ret_videoviews-none-can-all-65+;39;0;0;0;0;61;0;0;0;1;0;0;1;0;3.01;358;1;1;0;3;5;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h2-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;39;0;0;0;61;0;0;0;1;0;0;1;0;5.28;497;0;0;0;6;6;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h1-infography-darkpost-en;ret_videoviews-none-can-all-65+;38;0;0;0;0;60;0;0;0;1;0;0;1;0;0.03;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h2-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;38;0;0;0;60;0;0;0;1;0;0;1;0;0.04;8;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h3-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;0;38;0;0;60;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h1-infography-darkpost-en;ret_videoviews-none-can-all-65+;41;0;0;0;0;63;0;0;0;1;0;0;1;0;0.09;10;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h2-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;41;0;0;0;63;0;0;0;1;0;0;1;0;0.5;53;0;0;0;2;2;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h3-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;0;41;0;0;63;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h1-infography-darkpost-en;ret_videoviews-none-can-all-65+;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.14;19;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h2-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.45;59;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h3-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.08;15;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h2-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.01;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h3-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.03;12;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h1-infography-darkpost-en;ret_videoviews-none-can-all-65+;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h2-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h3-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.13;25;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h1-infography-darkpost-en;ret_videoviews-none-can-all-65+;33;0;0;0;0;55;0;0;0;1;0;0;1;0;0.61;80;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h2-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;33;0;0;0;55;0;0;0;1;0;0;1;0;0.61;55;0;0;0;4;4;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h3-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;0;33;0;0;55;0;0;0;1;0;0;1;0;0.05;22;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h1-infography-darkpost-en;ret_videoviews-none-can-all-65+;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.51;70;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h2-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.17;22;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h3-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.75;109;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h1-infography-darkpost-en;ret_videoviews-none-can-all-65+;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.4;34;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h2-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.88;91;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h3-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.12;23;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h1-infography-darkpost-en;ret_videoviews-none-can-all-65+;38;0;0;0;0;60;0;0;0;1;0;0;1;0;22.72;2493;0;1;0;35;36;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h2-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;38;0;0;0;60;0;0;0;1;0;0;1;0;3.23;305;0;0;0;5;5;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h1-infography-darkpost-en;ret_videoviews-none-can-all-65+;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.17;26;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h2-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.01;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h3-infography-darkpost-en;ret_videoviews-none-can-all-65+;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.02;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h1-infography-darkpost-fr;int-entrepreneur-can-all-25-34;37;0;0;0;59;0;0;0;0;1;1;0;0;5;0.01;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h2-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;37;0;0;59;0;0;0;0;1;1;0;0;5;0.01;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h3-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;0;37;0;59;0;0;0;0;1;1;0;0;5;0.09;17;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h1-infography-darkpost-fr;int-entrepreneur-can-all-25-34;39;0;0;0;61;0;0;0;0;1;1;0;0;5;0.27;29;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h2-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;39;0;0;61;0;0;0;0;1;1;0;0;5;0.19;29;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h3-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;0;39;0;61;0;0;0;0;1;1;0;0;5;0.19;34;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h2-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;39;0;0;61;0;0;0;0;1;1;0;0;5;0.14;20;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h3-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;0;39;0;61;0;0;0;0;1;1;0;0;5;0.5;66;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h1-infography-darkpost-fr;int-entrepreneur-can-all-25-34;38;0;0;0;60;0;0;0;0;1;1;0;0;5;0.77;143;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h2-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;38;0;0;60;0;0;0;0;1;1;0;0;5;1.25;199;1;0;0;2;3;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h3-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;0;38;0;60;0;0;0;0;1;1;0;0;5;0.21;47;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h1-infography-darkpost-fr;int-entrepreneur-can-all-25-34;41;0;0;0;63;0;0;0;0;1;1;0;0;5;0.2;32;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h2-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;41;0;0;63;0;0;0;0;1;1;0;0;5;0.09;18;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h1-infography-darkpost-fr;int-entrepreneur-can-all-25-34;37;0;0;0;59;0;0;0;0;1;1;0;0;5;0.13;26;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h2-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;37;0;0;59;0;0;0;0;1;1;0;0;5;0.38;73;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h1-infography-darkpost-fr;int-entrepreneur-can-all-25-34;37;0;0;0;59;0;0;0;0;1;1;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h2-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;37;0;0;59;0;0;0;0;1;1;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h3-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;0;37;0;59;0;0;0;0;1;1;0;0;5;0.3;51;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h1-infography-darkpost-fr;int-entrepreneur-can-all-25-34;39;0;0;0;61;0;0;0;0;1;1;0;0;5;0.35;67;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h2-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;39;0;0;61;0;0;0;0;1;1;0;0;5;0.09;13;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h3-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;0;39;0;61;0;0;0;0;1;1;0;0;5;0.64;101;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h1-infography-darkpost-fr;int-entrepreneur-can-all-25-34;33;0;0;0;55;0;0;0;0;1;1;0;0;5;0.05;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h2-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;33;0;0;55;0;0;0;0;1;1;0;0;5;0.27;37;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h3-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;0;33;0;55;0;0;0;0;1;1;0;0;5;0.01;5;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h1-infography-darkpost-fr;int-entrepreneur-can-all-25-34;39;0;0;0;61;0;0;0;0;1;1;0;0;5;0.58;114;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h2-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;39;0;0;61;0;0;0;0;1;1;0;0;5;0.45;58;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h1-infography-darkpost-fr;int-entrepreneur-can-all-25-34;37;0;0;0;59;0;0;0;0;1;1;0;0;5;0.42;84;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h2-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;37;0;0;59;0;0;0;0;1;1;0;0;5;0.8;114;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h3-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;0;37;0;59;0;0;0;0;1;1;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h1-infography-darkpost-fr;int-entrepreneur-can-all-25-34;38;0;0;0;60;0;0;0;0;1;1;0;0;5;3.03;426;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h2-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;38;0;0;60;0;0;0;0;1;1;0;0;5;0.26;36;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h3-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;0;38;0;60;0;0;0;0;1;1;0;0;5;0.03;5;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h1-infography-darkpost-fr;int-entrepreneur-can-all-25-34;37;0;0;0;59;0;0;0;0;1;1;0;0;5;0.01;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h2-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;37;0;0;59;0;0;0;0;1;1;0;0;5;0.21;32;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h3-infography-darkpost-fr;int-entrepreneur-can-all-25-34;0;0;37;0;59;0;0;0;0;1;1;0;0;5;0.13;23;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h1-infography-darkpost-fr;int-entrepreneur-can-all-35-44;37;0;0;0;59;0;0;0;0;1;1;0;0;5;0.07;9;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h3-infography-darkpost-fr;int-entrepreneur-can-all-35-44;0;0;37;0;59;0;0;0;0;1;1;0;0;5;0.02;9;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h1-infography-darkpost-fr;int-entrepreneur-can-all-35-44;39;0;0;0;61;0;0;0;0;1;1;0;0;5;0.14;26;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h2-infography-darkpost-fr;int-entrepreneur-can-all-35-44;0;39;0;0;61;0;0;0;0;1;1;0;0;5;0.17;27;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h3-infography-darkpost-fr;int-entrepreneur-can-all-35-44;0;0;39;0;61;0;0;0;0;1;1;0;0;5;0.12;22;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h1-infography-darkpost-fr;int-entrepreneur-can-all-35-44;39;0;0;0;61;0;0;0;0;1;1;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h2-infography-darkpost-fr;int-entrepreneur-can-all-35-44;0;39;0;0;61;0;0;0;0;1;1;0;0;5;0.16;19;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h3-infography-darkpost-fr;int-entrepreneur-can-all-35-44;0;0;39;0;61;0;0;0;0;1;1;0;0;5;0.12;21;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h1-infography-darkpost-fr;int-entrepreneur-can-all-35-44;38;0;0;0;60;0;0;0;0;1;1;0;0;5;1.05;203;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h2-infography-darkpost-fr;int-entrepreneur-can-all-35-44;0;38;0;0;60;0;0;0;0;1;1;0;0;5;1.44;286;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h3-infography-darkpost-fr;int-entrepreneur-can-all-35-44;0;0;38;0;60;0;0;0;0;1;1;0;0;5;0.29;56;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h1-infography-darkpost-fr;int-entrepreneur-can-all-35-44;41;0;0;0;63;0;0;0;0;1;1;0;0;5;0.21;39;0;0;0;0;0;0;0;0;0;0;0
